RecordId,CreationDate,RecordType,Operation,UserId,AuditData,AssociatedAdminUnits,AssociatedAdminUnitsNames
RECORD-00011,2026-06-16T15:21:06.0000000Z ,14,SharingLinkUpdated,[USER_REDACTED],"{""AppAccessContext"":{""AADSessionId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""ClientAppId"":""[ID_REDACTED]"",""ClientAppName"":""Microsoft Office"",""CorrelationId"":""[ID_REDACTED]"",""TokenIssuedAtTime"":""2026-06-16T14:09:51"",""UniqueTokenId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""UserObjectId"":""[USER_OR_GROUP_REDACTED]""},""CreationTime"":""2026-06-16T15:21:06"",""Id"":""[ID_REDACTED]"",""Operation"":""SharingLinkUpdated"",""OrganizationId"":""[ORG_ID_REDACTED]"",""RecordType"":14,""UserKey"":""[USER_OR_GROUP_REDACTED]"",""UserType"":0,""Version"":1,""Workload"":""OneDrive"",""ClientIP"":""[IP_OR_DEVICE_REDACTED]"",""UserId"":""[USER_OR_GROUP_REDACTED]"",""ApplicationId"":""[ID_REDACTED]"",""AuthenticationType"":""OAuth"",""BrowserName"":""Microsoft Outlook"",""BrowserVersion"":""16.0.19929"",""CorrelationId"":""[ID_REDACTED]"",""EventSource"":""SharePoint"",""GeoLocation"":""NAM"",""IsManagedDevice"":true,""ItemType"":""Folder"",""ListId"":""[ID_REDACTED]"",""ListItemUniqueId"":""[ID_REDACTED]"",""Platform"":""WinDesktop"",""Site"":""[ID_REDACTED]"",""UserAgent"":""[USER_OR_GROUP_REDACTED]"",""WebId"":""[ID_REDACTED]"",""DeviceDisplayName"":""[IP_OR_DEVICE_REDACTED]"",""EventSignature"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""EventData"":""<AllowAnonymousAccess>False</AllowAnonymousAccess><SubmitOnly>False</SubmitOnly><MembersCanShareApplied>False</MembersCanShareApplied>"",""Permission"":""Edit"",""SharingLinkScope"":""SpecificPeople"",""UniqueSharingId"":""[ID_REDACTED]"",""SourceRelativeUrl"":""[URL_OR_PATH_REDACTED]"",""ApplicationDisplayName"":""Microsoft Office"",""SiteUrl"":""[URL_OR_PATH_REDACTED]"",""ObjectId"":""[URL_OR_PATH_REDACTED]""}",,
RECORD-00012,2026-06-16T15:21:06.0000000Z ,14,SecureLinkUpdated,[USER_REDACTED],"{""AppAccessContext"":{""AADSessionId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""ClientAppId"":""[ID_REDACTED]"",""ClientAppName"":""Microsoft Office"",""CorrelationId"":""[ID_REDACTED]"",""TokenIssuedAtTime"":""2026-06-16T14:09:51"",""UniqueTokenId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""UserObjectId"":""[USER_OR_GROUP_REDACTED]""},""CreationTime"":""2026-06-16T15:21:06"",""Id"":""[ID_REDACTED]"",""Operation"":""SecureLinkUpdated"",""OrganizationId"":""[ORG_ID_REDACTED]"",""RecordType"":14,""UserKey"":""[USER_OR_GROUP_REDACTED]"",""UserType"":0,""Version"":1,""Workload"":""OneDrive"",""ClientIP"":""[IP_OR_DEVICE_REDACTED]"",""UserId"":""[USER_OR_GROUP_REDACTED]"",""ApplicationId"":""[ID_REDACTED]"",""AuthenticationType"":""OAuth"",""BrowserName"":""Microsoft Outlook"",""BrowserVersion"":""16.0.19929"",""CorrelationId"":""[ID_REDACTED]"",""EventSource"":""SharePoint"",""GeoLocation"":""NAM"",""IsManagedDevice"":true,""ItemType"":""Folder"",""ListId"":""[ID_REDACTED]"",""ListItemUniqueId"":""[ID_REDACTED]"",""Platform"":""WinDesktop"",""Site"":""[ID_REDACTED]"",""UserAgent"":""[USER_OR_GROUP_REDACTED]"",""WebId"":""[ID_REDACTED]"",""DeviceDisplayName"":""[IP_OR_DEVICE_REDACTED]"",""EventSignature"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""EventData"":""<Type>View</Type><MembersCanShareApplied>False</MembersCanShareApplied>"",""Permission"":""None"",""SharingLinkScope"":""Uninitialized"",""UniqueSharingId"":""[ID_REDACTED]"",""SourceRelativeUrl"":""[URL_OR_PATH_REDACTED]"",""ApplicationDisplayName"":""Microsoft Office"",""SiteUrl"":""[URL_OR_PATH_REDACTED]"",""ObjectId"":""[URL_OR_PATH_REDACTED]""}",,
RECORD-00013,2026-06-16T15:21:42.0000000Z ,14,SecureLinkUpdated,[USER_REDACTED],"{""AppAccessContext"":{""AADSessionId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""AuthTime"":""2026-06-16T14:19:57"",""ClientAppName"":""Browser"",""CorrelationId"":""[ID_REDACTED]"",""DeviceId"":""[ID_REDACTED]"",""TokenIssuedAtTime"":""2026-06-16T14:34:33"",""UniqueTokenId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""UserObjectId"":""[USER_OR_GROUP_REDACTED]""},""CreationTime"":""2026-06-16T15:21:42"",""Id"":""[ID_REDACTED]"",""Operation"":""SecureLinkUpdated"",""OrganizationId"":""[ORG_ID_REDACTED]"",""RecordType"":14,""UserKey"":""[USER_OR_GROUP_REDACTED]"",""UserType"":0,""Version"":1,""Workload"":""OneDrive"",""ClientIP"":""[IP_OR_DEVICE_REDACTED]"",""UserId"":""[USER_OR_GROUP_REDACTED]"",""AuthenticationType"":""FormsCookieAuth"",""BrowserName"":""Chrome"",""BrowserVersion"":""[IP_REDACTED]"",""CorrelationId"":""[ID_REDACTED]"",""EventSource"":""SharePoint"",""GeoLocation"":""NAM"",""IsManagedDevice"":true,""ItemType"":""Folder"",""ListId"":""[ID_REDACTED]"",""ListItemUniqueId"":""[ID_REDACTED]"",""Platform"":""WinDesktop"",""Site"":""[ID_REDACTED]"",""UserAgent"":""[USER_OR_GROUP_REDACTED]"",""WebId"":""[ID_REDACTED]"",""DeviceDisplayName"":""[IP_OR_DEVICE_REDACTED]"",""EventSignature"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""EventData"":""<Type>View</Type><MembersCanShareApplied>False</MembersCanShareApplied>"",""Permission"":""None"",""SharingLinkScope"":""Uninitialized"",""UniqueSharingId"":""[ID_REDACTED]"",""SourceRelativeUrl"":""[URL_OR_PATH_REDACTED]"",""ApplicationDisplayName"":""Browser"",""SiteUrl"":""[URL_OR_PATH_REDACTED]"",""ObjectId"":""[URL_OR_PATH_REDACTED]""}",,
RECORD-00014,2026-06-16T15:21:42.0000000Z ,14,SharingLinkUpdated,[USER_REDACTED],"{""AppAccessContext"":{""AADSessionId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""AuthTime"":""2026-06-16T14:19:57"",""ClientAppName"":""Browser"",""CorrelationId"":""[ID_REDACTED]"",""DeviceId"":""[ID_REDACTED]"",""TokenIssuedAtTime"":""2026-06-16T14:34:33"",""UniqueTokenId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""UserObjectId"":""[USER_OR_GROUP_REDACTED]""},""CreationTime"":""2026-06-16T15:21:42"",""Id"":""[ID_REDACTED]"",""Operation"":""SharingLinkUpdated"",""OrganizationId"":""[ORG_ID_REDACTED]"",""RecordType"":14,""UserKey"":""[USER_OR_GROUP_REDACTED]"",""UserType"":0,""Version"":1,""Workload"":""OneDrive"",""ClientIP"":""[IP_OR_DEVICE_REDACTED]"",""UserId"":""[USER_OR_GROUP_REDACTED]"",""AuthenticationType"":""FormsCookieAuth"",""BrowserName"":""Chrome"",""BrowserVersion"":""[IP_REDACTED]"",""CorrelationId"":""[ID_REDACTED]"",""EventSource"":""SharePoint"",""GeoLocation"":""NAM"",""IsManagedDevice"":true,""ItemType"":""Folder"",""ListId"":""[ID_REDACTED]"",""ListItemUniqueId"":""[ID_REDACTED]"",""Platform"":""WinDesktop"",""Site"":""[ID_REDACTED]"",""UserAgent"":""[USER_OR_GROUP_REDACTED]"",""WebId"":""[ID_REDACTED]"",""DeviceDisplayName"":""[IP_OR_DEVICE_REDACTED]"",""EventSignature"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""EventData"":""<AllowAnonymousAccess>False</AllowAnonymousAccess><SubmitOnly>False</SubmitOnly><MembersCanShareApplied>False</MembersCanShareApplied>"",""Permission"":""Edit"",""SharingLinkScope"":""SpecificPeople"",""UniqueSharingId"":""[ID_REDACTED]"",""SourceRelativeUrl"":""[URL_OR_PATH_REDACTED]"",""ApplicationDisplayName"":""Browser"",""SiteUrl"":""[URL_OR_PATH_REDACTED]"",""ObjectId"":""[URL_OR_PATH_REDACTED]""}",,
RECORD-00015,2026-06-16T15:22:55.0000000Z ,14,AddedToSecureLink,[USER_REDACTED],"{""AppAccessContext"":{""AADSessionId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""AuthTime"":""2026-06-16T14:19:57"",""ClientAppName"":""Browser"",""CorrelationId"":""[ID_REDACTED]"",""DeviceId"":""[ID_REDACTED]"",""TokenIssuedAtTime"":""2026-06-16T14:34:33"",""UniqueTokenId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""UserObjectId"":""[USER_OR_GROUP_REDACTED]""},""CreationTime"":""2026-06-16T15:22:55"",""Id"":""[ID_REDACTED]"",""Operation"":""AddedToSecureLink"",""OrganizationId"":""[ORG_ID_REDACTED]"",""RecordType"":14,""UserKey"":""[USER_OR_GROUP_REDACTED]"",""UserType"":0,""Version"":1,""Workload"":""OneDrive"",""ClientIP"":""[IP_OR_DEVICE_REDACTED]"",""UserId"":""[USER_OR_GROUP_REDACTED]"",""AuthenticationType"":""FormsCookieAuth"",""BrowserName"":""Chrome"",""BrowserVersion"":""[IP_REDACTED]"",""CorrelationId"":""[ID_REDACTED]"",""EventSource"":""SharePoint"",""GeoLocation"":""NAM"",""IsManagedDevice"":true,""ItemType"":""Folder"",""ListId"":""[ID_REDACTED]"",""ListItemUniqueId"":""[ID_REDACTED]"",""Platform"":""WinDesktop"",""Site"":""[ID_REDACTED]"",""UserAgent"":""[USER_OR_GROUP_REDACTED]"",""WebId"":""[ID_REDACTED]"",""DeviceDisplayName"":""[IP_OR_DEVICE_REDACTED]"",""EventSignature"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""EventData"":""<Type>View</Type><MembersCanShareApplied>False</MembersCanShareApplied>"",""Permission"":""None"",""SharingLinkScope"":""Uninitialized"",""TargetUserOrGroupType"":""[USER_OR_GROUP_REDACTED]"",""UniqueSharingId"":""[ID_REDACTED]"",""TargetUserOrGroupName"":""[USER_OR_GROUP_REDACTED]"",""SourceRelativeUrl"":""[URL_OR_PATH_REDACTED]"",""ApplicationDisplayName"":""Browser"",""SiteUrl"":""[URL_OR_PATH_REDACTED]"",""ObjectId"":""[URL_OR_PATH_REDACTED]""}",,
RECORD-00016,2026-06-16T15:22:55.0000000Z ,14,AddedToSharingLink,[USER_REDACTED],"{""AppAccessContext"":{""AADSessionId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""AuthTime"":""2026-06-16T14:19:57"",""ClientAppName"":""Browser"",""CorrelationId"":""[ID_REDACTED]"",""DeviceId"":""[ID_REDACTED]"",""TokenIssuedAtTime"":""2026-06-16T14:34:33"",""UniqueTokenId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""UserObjectId"":""[USER_OR_GROUP_REDACTED]""},""CreationTime"":""2026-06-16T15:22:55"",""Id"":""[ID_REDACTED]"",""Operation"":""AddedToSharingLink"",""OrganizationId"":""[ORG_ID_REDACTED]"",""RecordType"":14,""UserKey"":""[USER_OR_GROUP_REDACTED]"",""UserType"":0,""Version"":1,""Workload"":""OneDrive"",""ClientIP"":""[IP_OR_DEVICE_REDACTED]"",""UserId"":""[USER_OR_GROUP_REDACTED]"",""AuthenticationType"":""FormsCookieAuth"",""BrowserName"":""Chrome"",""BrowserVersion"":""[IP_REDACTED]"",""CorrelationId"":""[ID_REDACTED]"",""EventSource"":""SharePoint"",""GeoLocation"":""NAM"",""IsManagedDevice"":true,""ItemType"":""Folder"",""ListId"":""[ID_REDACTED]"",""ListItemUniqueId"":""[ID_REDACTED]"",""Platform"":""WinDesktop"",""Site"":""[ID_REDACTED]"",""UserAgent"":""[USER_OR_GROUP_REDACTED]"",""WebId"":""[ID_REDACTED]"",""DeviceDisplayName"":""[IP_OR_DEVICE_REDACTED]"",""EventSignature"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""EventData"":""<AllowAnonymousAccess>False</AllowAnonymousAccess><SubmitOnly>False</SubmitOnly><MembersCanShareApplied>False</MembersCanShareApplied>"",""Permission"":""Edit"",""SharingLinkScope"":""SpecificPeople"",""TargetUserOrGroupType"":""[USER_OR_GROUP_REDACTED]"",""UniqueSharingId"":""[ID_REDACTED]"",""TargetUserOrGroupName"":""[USER_OR_GROUP_REDACTED]"",""SourceRelativeUrl"":""[URL_OR_PATH_REDACTED]"",""ApplicationDisplayName"":""Browser"",""SiteUrl"":""[URL_OR_PATH_REDACTED]"",""ObjectId"":""[URL_OR_PATH_REDACTED]""}",,
RECORD-00017,2026-06-16T15:22:55.0000000Z ,14,SecureLinkUpdated,[USER_REDACTED],"{""AppAccessContext"":{""AADSessionId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""AuthTime"":""2026-06-16T14:19:57"",""ClientAppName"":""Browser"",""CorrelationId"":""[ID_REDACTED]"",""DeviceId"":""[ID_REDACTED]"",""TokenIssuedAtTime"":""2026-06-16T14:34:33"",""UniqueTokenId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""UserObjectId"":""[USER_OR_GROUP_REDACTED]""},""CreationTime"":""2026-06-16T15:22:55"",""Id"":""[ID_REDACTED]"",""Operation"":""SecureLinkUpdated"",""OrganizationId"":""[ORG_ID_REDACTED]"",""RecordType"":14,""UserKey"":""[USER_OR_GROUP_REDACTED]"",""UserType"":0,""Version"":1,""Workload"":""OneDrive"",""ClientIP"":""[IP_OR_DEVICE_REDACTED]"",""UserId"":""[USER_OR_GROUP_REDACTED]"",""AuthenticationType"":""FormsCookieAuth"",""BrowserName"":""Chrome"",""BrowserVersion"":""[IP_REDACTED]"",""CorrelationId"":""[ID_REDACTED]"",""EventSource"":""SharePoint"",""GeoLocation"":""NAM"",""IsManagedDevice"":true,""ItemType"":""Folder"",""ListId"":""[ID_REDACTED]"",""ListItemUniqueId"":""[ID_REDACTED]"",""Platform"":""WinDesktop"",""Site"":""[ID_REDACTED]"",""UserAgent"":""[USER_OR_GROUP_REDACTED]"",""WebId"":""[ID_REDACTED]"",""DeviceDisplayName"":""[IP_OR_DEVICE_REDACTED]"",""EventSignature"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""EventData"":""<Type>View</Type><MembersCanShareApplied>False</MembersCanShareApplied>"",""Permission"":""None"",""SharingLinkScope"":""Uninitialized"",""UniqueSharingId"":""[ID_REDACTED]"",""SourceRelativeUrl"":""[URL_OR_PATH_REDACTED]"",""ApplicationDisplayName"":""Browser"",""SiteUrl"":""[URL_OR_PATH_REDACTED]"",""ObjectId"":""[URL_OR_PATH_REDACTED]""}",,
RECORD-00018,2026-06-16T15:22:55.0000000Z ,14,SharingLinkUpdated,[USER_REDACTED],"{""AppAccessContext"":{""AADSessionId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""AuthTime"":""2026-06-16T14:19:57"",""ClientAppName"":""Browser"",""CorrelationId"":""[ID_REDACTED]"",""DeviceId"":""[ID_REDACTED]"",""TokenIssuedAtTime"":""2026-06-16T14:34:33"",""UniqueTokenId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""UserObjectId"":""[USER_OR_GROUP_REDACTED]""},""CreationTime"":""2026-06-16T15:22:55"",""Id"":""[ID_REDACTED]"",""Operation"":""SharingLinkUpdated"",""OrganizationId"":""[ORG_ID_REDACTED]"",""RecordType"":14,""UserKey"":""[USER_OR_GROUP_REDACTED]"",""UserType"":0,""Version"":1,""Workload"":""OneDrive"",""ClientIP"":""[IP_OR_DEVICE_REDACTED]"",""UserId"":""[USER_OR_GROUP_REDACTED]"",""AuthenticationType"":""FormsCookieAuth"",""BrowserName"":""Chrome"",""BrowserVersion"":""[IP_REDACTED]"",""CorrelationId"":""[ID_REDACTED]"",""EventSource"":""SharePoint"",""GeoLocation"":""NAM"",""IsManagedDevice"":true,""ItemType"":""Folder"",""ListId"":""[ID_REDACTED]"",""ListItemUniqueId"":""[ID_REDACTED]"",""Platform"":""WinDesktop"",""Site"":""[ID_REDACTED]"",""UserAgent"":""[USER_OR_GROUP_REDACTED]"",""WebId"":""[ID_REDACTED]"",""DeviceDisplayName"":""[IP_OR_DEVICE_REDACTED]"",""EventSignature"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""EventData"":""<AllowAnonymousAccess>False</AllowAnonymousAccess><SubmitOnly>False</SubmitOnly><MembersCanShareApplied>False</MembersCanShareApplied>"",""Permission"":""Edit"",""SharingLinkScope"":""SpecificPeople"",""UniqueSharingId"":""[ID_REDACTED]"",""SourceRelativeUrl"":""[URL_OR_PATH_REDACTED]"",""ApplicationDisplayName"":""Browser"",""SiteUrl"":""[URL_OR_PATH_REDACTED]"",""ObjectId"":""[URL_OR_PATH_REDACTED]""}",,
RECORD-00019,2026-06-16T15:23:21.0000000Z ,14,SharingLinkUpdated,[USER_REDACTED],"{""AppAccessContext"":{""AADSessionId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""AuthTime"":""2026-06-16T14:19:57"",""ClientAppName"":""Browser"",""CorrelationId"":""[ID_REDACTED]"",""DeviceId"":""[ID_REDACTED]"",""TokenIssuedAtTime"":""2026-06-16T14:34:33"",""UniqueTokenId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""UserObjectId"":""[USER_OR_GROUP_REDACTED]""},""CreationTime"":""2026-06-16T15:23:21"",""Id"":""[ID_REDACTED]"",""Operation"":""SharingLinkUpdated"",""OrganizationId"":""[ORG_ID_REDACTED]"",""RecordType"":14,""UserKey"":""[USER_OR_GROUP_REDACTED]"",""UserType"":0,""Version"":1,""Workload"":""OneDrive"",""ClientIP"":""[IP_OR_DEVICE_REDACTED]"",""UserId"":""[USER_OR_GROUP_REDACTED]"",""AuthenticationType"":""FormsCookieAuth"",""BrowserName"":""Chrome"",""BrowserVersion"":""[IP_REDACTED]"",""CorrelationId"":""[ID_REDACTED]"",""EventSource"":""SharePoint"",""GeoLocation"":""NAM"",""IsManagedDevice"":true,""ItemType"":""Folder"",""ListId"":""[ID_REDACTED]"",""ListItemUniqueId"":""[ID_REDACTED]"",""Platform"":""WinDesktop"",""Site"":""[ID_REDACTED]"",""UserAgent"":""[USER_OR_GROUP_REDACTED]"",""WebId"":""[ID_REDACTED]"",""DeviceDisplayName"":""[IP_OR_DEVICE_REDACTED]"",""EventSignature"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""EventData"":""<AllowAnonymousAccess>False</AllowAnonymousAccess><SubmitOnly>False</SubmitOnly><MembersCanShareApplied>False</MembersCanShareApplied>"",""Permission"":""View"",""SharingLinkScope"":""SpecificPeople"",""UniqueSharingId"":""[ID_REDACTED]"",""SourceRelativeUrl"":""[URL_OR_PATH_REDACTED]"",""ApplicationDisplayName"":""Browser"",""SiteUrl"":""[URL_OR_PATH_REDACTED]"",""ObjectId"":""[URL_OR_PATH_REDACTED]""}",,
RECORD-00020,2026-06-16T15:23:21.0000000Z ,14,SharingRevoked,[USER_REDACTED],"{""AppAccessContext"":{""AADSessionId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""AuthTime"":""2026-06-16T14:19:57"",""ClientAppName"":""Browser"",""CorrelationId"":""[ID_REDACTED]"",""DeviceId"":""[ID_REDACTED]"",""TokenIssuedAtTime"":""2026-06-16T14:34:33"",""UniqueTokenId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""UserObjectId"":""[USER_OR_GROUP_REDACTED]""},""CreationTime"":""2026-06-16T15:23:21"",""Id"":""[ID_REDACTED]"",""Operation"":""SharingRevoked"",""OrganizationId"":""[ORG_ID_REDACTED]"",""RecordType"":14,""UserKey"":""[USER_OR_GROUP_REDACTED]"",""UserType"":0,""Version"":1,""Workload"":""OneDrive"",""ClientIP"":""[IP_OR_DEVICE_REDACTED]"",""UserId"":""[USER_OR_GROUP_REDACTED]"",""AuthenticationType"":""FormsCookieAuth"",""BrowserName"":""Chrome"",""BrowserVersion"":""[IP_REDACTED]"",""CorrelationId"":""[ID_REDACTED]"",""EventSource"":""SharePoint"",""GeoLocation"":""NAM"",""IsManagedDevice"":true,""ItemType"":""Folder"",""ListId"":""[ID_REDACTED]"",""ListItemUniqueId"":""[ID_REDACTED]"",""Platform"":""WinDesktop"",""Site"":""[ID_REDACTED]"",""UserAgent"":""[USER_OR_GROUP_REDACTED]"",""WebId"":""[ID_REDACTED]"",""DeviceDisplayName"":""[IP_OR_DEVICE_REDACTED]"",""EventSignature"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""EventData"":""<Scope>Remove all roles from current scope and subscopes</Scope>"",""Permission"":""None"",""SharingLinkScope"":""Uninitialized"",""TargetUserOrGroupType"":""[USER_OR_GROUP_REDACTED]"",""TargetUserOrGroupName"":""[USER_OR_GROUP_REDACTED]"",""SourceRelativeUrl"":""[URL_OR_PATH_REDACTED]"",""ApplicationDisplayName"":""Browser"",""SiteUrl"":""[URL_OR_PATH_REDACTED]"",""ObjectId"":""[URL_OR_PATH_REDACTED]""}",,
RECORD-00021,2026-06-16T15:23:21.0000000Z ,14,RemovedFromSharingLink,[USER_REDACTED],"{""AppAccessContext"":{""AADSessionId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""AuthTime"":""2026-06-16T14:19:57"",""ClientAppName"":""Browser"",""CorrelationId"":""[ID_REDACTED]"",""DeviceId"":""[ID_REDACTED]"",""TokenIssuedAtTime"":""2026-06-16T14:34:33"",""UniqueTokenId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""UserObjectId"":""[USER_OR_GROUP_REDACTED]""},""CreationTime"":""2026-06-16T15:23:21"",""Id"":""[ID_REDACTED]"",""Operation"":""RemovedFromSharingLink"",""OrganizationId"":""[ORG_ID_REDACTED]"",""RecordType"":14,""UserKey"":""[USER_OR_GROUP_REDACTED]"",""UserType"":0,""Version"":1,""Workload"":""OneDrive"",""ClientIP"":""[IP_OR_DEVICE_REDACTED]"",""UserId"":""[USER_OR_GROUP_REDACTED]"",""AuthenticationType"":""FormsCookieAuth"",""BrowserName"":""Chrome"",""BrowserVersion"":""[IP_REDACTED]"",""CorrelationId"":""[ID_REDACTED]"",""EventSource"":""SharePoint"",""GeoLocation"":""NAM"",""IsManagedDevice"":true,""ItemType"":""Folder"",""ListId"":""[ID_REDACTED]"",""ListItemUniqueId"":""[ID_REDACTED]"",""Platform"":""WinDesktop"",""Site"":""[ID_REDACTED]"",""UserAgent"":""[USER_OR_GROUP_REDACTED]"",""WebId"":""[ID_REDACTED]"",""DeviceDisplayName"":""[IP_OR_DEVICE_REDACTED]"",""EventSignature"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""EventData"":""<AllowAnonymousAccess>False</AllowAnonymousAccess><SubmitOnly>False</SubmitOnly><MembersCanShareApplied>False</MembersCanShareApplied>"",""Permission"":""View"",""SharingLinkScope"":""SpecificPeople"",""TargetUserOrGroupType"":""[USER_OR_GROUP_REDACTED]"",""UniqueSharingId"":""[ID_REDACTED]"",""TargetUserOrGroupName"":""[USER_OR_GROUP_REDACTED]"",""SourceRelativeUrl"":""[URL_OR_PATH_REDACTED]"",""ApplicationDisplayName"":""Browser"",""SiteUrl"":""[URL_OR_PATH_REDACTED]"",""ObjectId"":""[URL_OR_PATH_REDACTED]""}",,
RECORD-00022,2026-06-16T15:23:21.0000000Z ,14,RemovedFromSecureLink,[USER_REDACTED],"{""AppAccessContext"":{""AADSessionId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""AuthTime"":""2026-06-16T14:19:57"",""ClientAppName"":""Browser"",""CorrelationId"":""[ID_REDACTED]"",""DeviceId"":""[ID_REDACTED]"",""TokenIssuedAtTime"":""2026-06-16T14:34:33"",""UniqueTokenId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""UserObjectId"":""[USER_OR_GROUP_REDACTED]""},""CreationTime"":""2026-06-16T15:23:21"",""Id"":""[ID_REDACTED]"",""Operation"":""RemovedFromSecureLink"",""OrganizationId"":""[ORG_ID_REDACTED]"",""RecordType"":14,""UserKey"":""[USER_OR_GROUP_REDACTED]"",""UserType"":0,""Version"":1,""Workload"":""OneDrive"",""ClientIP"":""[IP_OR_DEVICE_REDACTED]"",""UserId"":""[USER_OR_GROUP_REDACTED]"",""AuthenticationType"":""FormsCookieAuth"",""BrowserName"":""Chrome"",""BrowserVersion"":""[IP_REDACTED]"",""CorrelationId"":""[ID_REDACTED]"",""EventSource"":""SharePoint"",""GeoLocation"":""NAM"",""IsManagedDevice"":true,""ItemType"":""Folder"",""ListId"":""[ID_REDACTED]"",""ListItemUniqueId"":""[ID_REDACTED]"",""Platform"":""WinDesktop"",""Site"":""[ID_REDACTED]"",""UserAgent"":""[USER_OR_GROUP_REDACTED]"",""WebId"":""[ID_REDACTED]"",""DeviceDisplayName"":""[IP_OR_DEVICE_REDACTED]"",""EventSignature"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""EventData"":""<Type>View</Type><MembersCanShareApplied>False</MembersCanShareApplied>"",""Permission"":""None"",""SharingLinkScope"":""Uninitialized"",""TargetUserOrGroupType"":""[USER_OR_GROUP_REDACTED]"",""UniqueSharingId"":""[ID_REDACTED]"",""TargetUserOrGroupName"":""[USER_OR_GROUP_REDACTED]"",""SourceRelativeUrl"":""[URL_OR_PATH_REDACTED]"",""ApplicationDisplayName"":""Browser"",""SiteUrl"":""[URL_OR_PATH_REDACTED]"",""ObjectId"":""[URL_OR_PATH_REDACTED]""}",,
RECORD-00023,2026-06-16T15:23:21.0000000Z ,14,RemovedFromGroup,[USER_REDACTED],"{""AppAccessContext"":{""AADSessionId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""AuthTime"":""2026-06-16T14:19:57"",""ClientAppName"":""Browser"",""CorrelationId"":""[ID_REDACTED]"",""DeviceId"":""[ID_REDACTED]"",""TokenIssuedAtTime"":""2026-06-16T14:34:33"",""UniqueTokenId"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""UserObjectId"":""[USER_OR_GROUP_REDACTED]""},""CreationTime"":""2026-06-16T15:23:21"",""Id"":""[ID_REDACTED]"",""Operation"":""RemovedFromGroup"",""OrganizationId"":""[ORG_ID_REDACTED]"",""RecordType"":14,""UserKey"":""[USER_OR_GROUP_REDACTED]"",""UserType"":0,""Version"":1,""Workload"":""OneDrive"",""ClientIP"":""[IP_OR_DEVICE_REDACTED]"",""UserId"":""[USER_OR_GROUP_REDACTED]"",""AuthenticationType"":""FormsCookieAuth"",""BrowserName"":""Chrome"",""BrowserVersion"":""[IP_REDACTED]"",""CorrelationId"":""[ID_REDACTED]"",""EventSource"":""SharePoint"",""GeoLocation"":""NAM"",""IsManagedDevice"":true,""ItemType"":""Web"",""Platform"":""WinDesktop"",""Site"":""[ID_REDACTED]"",""UserAgent"":""[USER_OR_GROUP_REDACTED]"",""WebId"":""[ID_REDACTED]"",""DeviceDisplayName"":""[IP_OR_DEVICE_REDACTED]"",""EventSignature"":""[TOKEN_OR_SIGNATURE_REDACTED]"",""EventData"":""<Group>SharingLinks.[ID_REDACTED].Flexible.[ID_REDACTED]</Group>"",""Permission"":""None"",""SharingLinkScope"":""Uninitialized"",""TargetUserOrGroupType"":""[USER_OR_GROUP_REDACTED]"",""TargetUserOrGroupName"":""[USER_OR_GROUP_REDACTED]"",""ApplicationDisplayName"":""Browser"",""SiteUrl"":""[URL_OR_PATH_REDACTED]"",""ObjectId"":""[URL_OR_PATH_REDACTED]""}",,
